------------------------------------------------------------
Server listening on UDP port 8085
UDP buffer size: 212992 Byte (default)
------------------------------------------------------------
[ *1] local 10.0.120.11%eth0 port 8085 connected with 10.0.120.2 port 43472 (isoch) (reverse) (no-udp-fin) (trip-times) (sock=3) (peer 2.1.1-dev) on 2021-05-25 20:03:33 (UTC)
[ ID] Interval        Transfer     Bandwidth      Write/Err  PPS  isoch:tx/miss/slip
[ *1] 133.00-134.00 sec  476041 Bytes  3808328 bits/sec  355/0      355 pps   25/0/0
[ *1] 134.00-135.00 sec  462418 Bytes  3699344 bits/sec  340/0      340 pps   25/0/0
[ *1] 135.00-136.00 sec  430563 Bytes  3444504 bits/sec  319/0      319 pps   25/0/0
[ *1] 136.00-137.00 sec  500165 Bytes  4001320 bits/sec  372/0      372 pps   25/0/0
[ *1] 137.00-138.00 sec  508405 Bytes  4067240 bits/sec  378/0      378 pps   25/0/0
[ *1] 138.00-139.00 sec  464062 Bytes  3712496 bits/sec  344/0      344 pps   25/0/0
[ *1] 139.00-140.00 sec  485505 Bytes  3884040 bits/sec  359/0      359 pps   25/0/0
[ *1] 140.00-141.00 sec  523564 Bytes  4188512 bits/sec  387/0      387 pps   25/0/0
[ *1] 141.00-142.00 sec  492291 Bytes  3938328 bits/sec  367/0      367 pps   25/0/0
[ *1] 142.00-143.00 sec  488703 Bytes  3909624 bits/sec  360/0      360 pps   25/0/0
[ *1] 143.00-144.00 sec  524528 Bytes  4196224 bits/sec  388/0      388 pps   25/0/0
[ *1] 144.00-145.00 sec  499859 Bytes  3998872 bits/sec  369/0      369 pps   25/0/0
[ *1] 145.00-146.00 sec  473164 Bytes  3785312 bits/sec  353/0      353 pps   25/0/0
[ *1] 146.00-147.00 sec  497728 Bytes  3981824 bits/sec  367/0      367 pps   25/0/0
[ *1] 147.00-148.00 sec  493753 Bytes  3950024 bits/sec  365/0      365 pps   25/0/0
[ *1] 148.00-149.00 sec  468938 Bytes  3751504 bits/sec  348/0      348 pps   25/0/0
[ *1] 149.00-150.00 sec  481426 Bytes  3851408 bits/sec  355/0      355 pps   25/0/0
[ *1] 150.00-151.00 sec  487584 Bytes  3900672 bits/sec  362/0      362 pps   25/0/0
[ *1] 151.00-152.00 sec  494348 Bytes  3954784 bits/sec  366/0      366 pps   25/0/0
[ *1] 152.00-153.00 sec  532189 Bytes  4257512 bits/sec  391/0      391 pps   25/0/0
[ *1] 153.00-154.00 sec  506671 Bytes  4053368 bits/sec  374/0      374 pps   25/0/0
[ *1] 154.00-155.00 sec  502911 Bytes  4023288 bits/sec  371/0      371 pps   25/0/0
[ *1] 155.00-156.00 sec  513576 Bytes  4108608 bits/sec  381/0      381 pps   25/0/0
[ *1] 156.00-157.00 sec  489010 Bytes  3912080 bits/sec  365/0      365 pps   25/0/0
[ *1] 157.00-158.00 sec  509987 Bytes  4079896 bits/sec  377/0      377 pps   25/0/0
[ *1] 158.00-159.00 sec  493839 Bytes  3950712 bits/sec  363/0      363 pps   25/0/0
[ *1] 159.00-160.00 sec  485703 Bytes  3885624 bits/sec  359/0      359 pps   25/0/0
[ *1] 160.00-161.00 sec  521161 Bytes  4169288 bits/sec  382/0      382 pps   25/0/0
[ *1] 161.00-162.00 sec  499237 Bytes  3993896 bits/sec  367/0      367 pps   25/0/0
[ *1] 162.00-163.00 sec  485531 Bytes  3884248 bits/sec  360/0      360 pps   25/0/0
[ *1] 163.00-164.00 sec  453573 Bytes  3628584 bits/sec  337/0      337 pps   25/0/0
[ *1] 164.00-165.00 sec  535760 Bytes  4286080 bits/sec  394/0      394 pps   25/0/0
[ *1] 165.00-166.00 sec  518816 Bytes  4150528 bits/sec  382/0      382 pps   25/0/0
[ *1] 166.00-167.00 sec  497421 Bytes  3979368 bits/sec  367/0      367 pps   25/0/0
[ *1] 167.00-168.00 sec  480627 Bytes  3845016 bits/sec  356/0      356 pps   25/0/0
[ *1] 168.00-169.00 sec  482206 Bytes  3857648 bits/sec  362/0      362 pps   25/0/0
[ *1] 169.00-170.00 sec  491282 Bytes  3930256 bits/sec  364/0      364 pps   25/0/0
[ *1] 170.00-171.00 sec  499571 Bytes  3996568 bits/sec  371/0      371 pps   25/0/0
[ *1] 171.00-172.00 sec  470358 Bytes  3762864 bits/sec  349/0      349 pps   25/0/0
[ *1] 172.00-173.00 sec  502814 Bytes  4022512 bits/sec  371/0      371 pps   25/0/0
[ *1] 173.00-174.00 sec  497059 Bytes  3976472 bits/sec  368/0      368 pps   25/0/0
[ *1] 174.00-175.00 sec  485479 Bytes  3883832 bits/sec  360/0      360 pps   25/0/0
[ *1] 175.00-176.00 sec  473631 Bytes  3789048 bits/sec  350/0      350 pps   25/0/0
[ *1] 176.00-177.00 sec  509204 Bytes  4073632 bits/sec  378/0      378 pps   25/0/0
[ *1] 177.00-178.00 sec  495411 Bytes  3963288 bits/sec  368/0      368 pps   25/0/0
[ *1] 178.00-179.00 sec  456632 Bytes  3653056 bits/sec  340/0      340 pps   25/0/0
[ *1] 179.00-180.00 sec  507110 Bytes  4056880 bits/sec  373/0      373 pps   25/0/0
[ *1] 0.00-180.00 sec  90076745 Bytes  4003406 bits/sec  66614/0      370 pps  4501/0/0
[  1] Sent 66614 datagrams
